"PMDBID","PRIDE.ID","PMDB.tissue","PRIDE.tissues","title","projectDescription","publicationDate","submissionType","numAssays","species","instrumentNames","ptmNames","projectTags"
"PMDX008970","PXD008970","GI tract","smooth muscle;stomach;testis;kidney;pancreas;adrenal gland;fat body;tonsil;liver;spleen;urinary bladder;uterine endometrium;vermiform appendix;gall bladder;brain;duodenum;heart;bone marrow;salivary gland;lung;ovary;lymph node;colon;placenta;rectum;small intestine;esophagus","Protein citrullination in human tissues","Citrullination is a post-translational modification of arginine ","2018-04-04","PARTIAL","0","Homo sapiens (Human)","Thermo Scientific instrument model;Q Exactive","L-citrulline;iodoacetamide derivatized residue;monohydroxylated residue;deamidated residue;N-acetylated residue","ProteomeTools;Biological"
"PMDX008970","PXD008970","heart","smooth muscle;stomach;testis;kidney;pancreas;adrenal gland;fat body;tonsil;liver;spleen;urinary bladder;uterine endometrium;vermiform appendix;gall bladder;brain;duodenum;heart;bone marrow;salivary gland;lung;ovary;lymph node;colon;placenta;rectum;small intestine;esophagus","Protein citrullination in human tissues","Citrullination is a post-translational modification of arginine ","2018-04-04","PARTIAL","0","Homo sapiens (Human)","Thermo Scientific instrument model;Q Exactive","L-citrulline;iodoacetamide derivatized residue;monohydroxylated residue;deamidated residue;N-acetylated residue","ProteomeTools;Biological"
"PMDX008970","PXD008970","kidney","smooth muscle;stomach;testis;kidney;pancreas;adrenal gland;fat body;tonsil;liver;spleen;urinary bladder;uterine endometrium;vermiform appendix;gall bladder;brain;duodenum;heart;bone marrow;salivary gland;lung;ovary;lymph node;colon;placenta;rectum;small intestine;esophagus","Protein citrullination in human tissues","Citrullination is a post-translational modification of arginine ","2018-04-04","PARTIAL","0","Homo sapiens (Human)","Thermo Scientific instrument model;Q Exactive","L-citrulline;iodoacetamide derivatized residue;monohydroxylated residue;deamidated residue;N-acetylated residue","ProteomeTools;Biological"
"PMDX008970","PXD008970","kidneys","smooth muscle;stomach;testis;kidney;pancreas;adrenal gland;fat body;tonsil;liver;spleen;urinary bladder;uterine endometrium;vermiform appendix;gall bladder;brain;duodenum;heart;bone marrow;salivary gland;lung;ovary;lymph node;colon;placenta;rectum;small intestine;esophagus","Protein citrullination in human tissues","Citrullination is a post-translational modification of arginine ","2018-04-04","PARTIAL","0","Homo sapiens (Human)","Thermo Scientific instrument model;Q Exactive","L-citrulline;iodoacetamide derivatized residue;monohydroxylated residue;deamidated residue;N-acetylated residue","ProteomeTools;Biological"
"PMDX008970","PXD008970","large intestine","smooth muscle;stomach;testis;kidney;pancreas;adrenal gland;fat body;tonsil;liver;spleen;urinary bladder;uterine endometrium;vermiform appendix;gall bladder;brain;duodenum;heart;bone marrow;salivary gland;lung;ovary;lymph node;colon;placenta;rectum;small intestine;esophagus","Protein citrullination in human tissues","Citrullination is a post-translational modification of arginine ","2018-04-04","PARTIAL","0","Homo sapiens (Human)","Thermo Scientific instrument model;Q Exactive","L-citrulline;iodoacetamide derivatized residue;monohydroxylated residue;deamidated residue;N-acetylated residue","ProteomeTools;Biological"
"PMDX008970","PXD008970","liver","smooth muscle;stomach;testis;kidney;pancreas;adrenal gland;fat body;tonsil;liver;spleen;urinary bladder;uterine endometrium;vermiform appendix;gall bladder;brain;duodenum;heart;bone marrow;salivary gland;lung;ovary;lymph node;colon;placenta;rectum;small intestine;esophagus","Protein citrullination in human tissues","Citrullination is a post-translational modification of arginine ","2018-04-04","PARTIAL","0","Homo sapiens (Human)","Thermo Scientific instrument model;Q Exactive","L-citrulline;iodoacetamide derivatized residue;monohydroxylated residue;deamidated residue;N-acetylated residue","ProteomeTools;Biological"
"PMDX008970","PXD008970","lung","smooth muscle;stomach;testis;kidney;pancreas;adrenal gland;fat body;tonsil;liver;spleen;urinary bladder;uterine endometrium;vermiform appendix;gall bladder;brain;duodenum;heart;bone marrow;salivary gland;lung;ovary;lymph node;colon;placenta;rectum;small intestine;esophagus","Protein citrullination in human tissues","Citrullination is a post-translational modification of arginine ","2018-04-04","PARTIAL","0","Homo sapiens (Human)","Thermo Scientific instrument model;Q Exactive","L-citrulline;iodoacetamide derivatized residue;monohydroxylated residue;deamidated residue;N-acetylated residue","ProteomeTools;Biological"
"PMDX008970","PXD008970","lymph node","smooth muscle;stomach;testis;kidney;pancreas;adrenal gland;fat body;tonsil;liver;spleen;urinary bladder;uterine endometrium;vermiform appendix;gall bladder;brain;duodenum;heart;bone marrow;salivary gland;lung;ovary;lymph node;colon;placenta;rectum;small intestine;esophagus","Protein citrullination in human tissues","Citrullination is a post-translational modification of arginine ","2018-04-04","PARTIAL","0","Homo sapiens (Human)","Thermo Scientific instrument model;Q Exactive","L-citrulline;iodoacetamide derivatized residue;monohydroxylated residue;deamidated residue;N-acetylated residue","ProteomeTools;Biological"
"PMDX008970","PXD008970","muscle","smooth muscle;stomach;testis;kidney;pancreas;adrenal gland;fat body;tonsil;liver;spleen;urinary bladder;uterine endometrium;vermiform appendix;gall bladder;brain;duodenum;heart;bone marrow;salivary gland;lung;ovary;lymph node;colon;placenta;rectum;small intestine;esophagus","Protein citrullination in human tissues","Citrullination is a post-translational modification of arginine ","2018-04-04","PARTIAL","0","Homo sapiens (Human)","Thermo Scientific instrument model;Q Exactive","L-citrulline;iodoacetamide derivatized residue;monohydroxylated residue;deamidated residue;N-acetylated residue","ProteomeTools;Biological"
"PMDX008970","PXD008970","ovary","smooth muscle;stomach;testis;kidney;pancreas;adrenal gland;fat body;tonsil;liver;spleen;urinary bladder;uterine endometrium;vermiform appendix;gall bladder;brain;duodenum;heart;bone marrow;salivary gland;lung;ovary;lymph node;colon;placenta;rectum;small intestine;esophagus","Protein citrullination in human tissues","Citrullination is a post-translational modification of arginine ","2018-04-04","PARTIAL","0","Homo sapiens (Human)","Thermo Scientific instrument model;Q Exactive","L-citrulline;iodoacetamide derivatized residue;monohydroxylated residue;deamidated residue;N-acetylated residue","ProteomeTools;Biological"
"PMDX008970","PXD008970","pancreas","smooth muscle;stomach;testis;kidney;pancreas;adrenal gland;fat body;tonsil;liver;spleen;urinary bladder;uterine endometrium;vermiform appendix;gall bladder;brain;duodenum;heart;bone marrow;salivary gland;lung;ovary;lymph node;colon;placenta;rectum;small intestine;esophagus","Protein citrullination in human tissues","Citrullination is a post-translational modification of arginine ","2018-04-04","PARTIAL","0","Homo sapiens (Human)","Thermo Scientific instrument model;Q Exactive","L-citrulline;iodoacetamide derivatized residue;monohydroxylated residue;deamidated residue;N-acetylated residue","ProteomeTools;Biological"
"PMDX008970","PXD008970","placenta","smooth muscle;stomach;testis;kidney;pancreas;adrenal gland;fat body;tonsil;liver;spleen;urinary bladder;uterine endometrium;vermiform appendix;gall bladder;brain;duodenum;heart;bone marrow;salivary gland;lung;ovary;lymph node;colon;placenta;rectum;small intestine;esophagus","Protein citrullination in human tissues","Citrullination is a post-translational modification of arginine ","2018-04-04","PARTIAL","0","Homo sapiens (Human)","Thermo Scientific instrument model;Q Exactive","L-citrulline;iodoacetamide derivatized residue;monohydroxylated residue;deamidated residue;N-acetylated residue","ProteomeTools;Biological"
"PMDX008970","PXD008970","rectum","smooth muscle;stomach;testis;kidney;pancreas;adrenal gland;fat body;tonsil;liver;spleen;urinary bladder;uterine endometrium;vermiform appendix;gall bladder;brain;duodenum;heart;bone marrow;salivary gland;lung;ovary;lymph node;colon;placenta;rectum;small intestine;esophagus","Protein citrullination in human tissues","Citrullination is a post-translational modification of arginine ","2018-04-04","PARTIAL","0","Homo sapiens (Human)","Thermo Scientific instrument model;Q Exactive","L-citrulline;iodoacetamide derivatized residue;monohydroxylated residue;deamidated residue;N-acetylated residue","ProteomeTools;Biological"
"PMDX008970","PXD008970","salivary gland","smooth muscle;stomach;testis;kidney;pancreas;adrenal gland;fat body;tonsil;liver;spleen;urinary bladder;uterine endometrium;vermiform appendix;gall bladder;brain;duodenum;heart;bone marrow;salivary gland;lung;ovary;lymph node;colon;placenta;rectum;small intestine;esophagus","Protein citrullination in human tissues","Citrullination is a post-translational modification of arginine ","2018-04-04","PARTIAL","0","Homo sapiens (Human)","Thermo Scientific instrument model;Q Exactive","L-citrulline;iodoacetamide derivatized residue;monohydroxylated residue;deamidated residue;N-acetylated residue","ProteomeTools;Biological"
"PMDX008970","PXD008970","small intestine","smooth muscle;stomach;testis;kidney;pancreas;adrenal gland;fat body;tonsil;liver;spleen;urinary bladder;uterine endometrium;vermiform appendix;gall bladder;brain;duodenum;heart;bone marrow;salivary gland;lung;ovary;lymph node;colon;placenta;rectum;small intestine;esophagus","Protein citrullination in human tissues","Citrullination is a post-translational modification of arginine ","2018-04-04","PARTIAL","0","Homo sapiens (Human)","Thermo Scientific instrument model;Q Exactive","L-citrulline;iodoacetamide derivatized residue;monohydroxylated residue;deamidated residue;N-acetylated residue","ProteomeTools;Biological"
"PMDX008970","PXD008970","spleen","smooth muscle;stomach;testis;kidney;pancreas;adrenal gland;fat body;tonsil;liver;spleen;urinary bladder;uterine endometrium;vermiform appendix;gall bladder;brain;duodenum;heart;bone marrow;salivary gland;lung;ovary;lymph node;colon;placenta;rectum;small intestine;esophagus","Protein citrullination in human tissues","Citrullination is a post-translational modification of arginine ","2018-04-04","PARTIAL","0","Homo sapiens (Human)","Thermo Scientific instrument model;Q Exactive","L-citrulline;iodoacetamide derivatized residue;monohydroxylated residue;deamidated residue;N-acetylated residue","ProteomeTools;Biological"
"PMDX008970","PXD008970","stomach","smooth muscle;stomach;testis;kidney;pancreas;adrenal gland;fat body;tonsil;liver;spleen;urinary bladder;uterine endometrium;vermiform appendix;gall bladder;brain;duodenum;heart;bone marrow;salivary gland;lung;ovary;lymph node;colon;placenta;rectum;small intestine;esophagus","Protein citrullination in human tissues","Citrullination is a post-translational modification of arginine ","2018-04-04","PARTIAL","0","Homo sapiens (Human)","Thermo Scientific instrument model;Q Exactive","L-citrulline;iodoacetamide derivatized residue;monohydroxylated residue;deamidated residue;N-acetylated residue","ProteomeTools;Biological"
"PMDX008970","PXD008970","testis","smooth muscle;stomach;testis;kidney;pancreas;adrenal gland;fat body;tonsil;liver;spleen;urinary bladder;uterine endometrium;vermiform appendix;gall bladder;brain;duodenum;heart;bone marrow;salivary gland;lung;ovary;lymph node;colon;placenta;rectum;small intestine;esophagus","Protein citrullination in human tissues","Citrullination is a post-translational modification of arginine ","2018-04-04","PARTIAL","0","Homo sapiens (Human)","Thermo Scientific instrument model;Q Exactive","L-citrulline;iodoacetamide derivatized residue;monohydroxylated residue;deamidated residue;N-acetylated residue","ProteomeTools;Biological"
"PMDX008970","PXD008970","tonsil","smooth muscle;stomach;testis;kidney;pancreas;adrenal gland;fat body;tonsil;liver;spleen;urinary bladder;uterine endometrium;vermiform appendix;gall bladder;brain;duodenum;heart;bone marrow;salivary gland;lung;ovary;lymph node;colon;placenta;rectum;small intestine;esophagus","Protein citrullination in human tissues","Citrullination is a post-translational modification of arginine ","2018-04-04","PARTIAL","0","Homo sapiens (Human)","Thermo Scientific instrument model;Q Exactive","L-citrulline;iodoacetamide derivatized residue;monohydroxylated residue;deamidated residue;N-acetylated residue","ProteomeTools;Biological"
"PMDX008970","PXD008970","urinary bladder","smooth muscle;stomach;testis;kidney;pancreas;adrenal gland;fat body;tonsil;liver;spleen;urinary bladder;uterine endometrium;vermiform appendix;gall bladder;brain;duodenum;heart;bone marrow;salivary gland;lung;ovary;lymph node;colon;placenta;rectum;small intestine;esophagus","Protein citrullination in human tissues","Citrullination is a post-translational modification of arginine ","2018-04-04","PARTIAL","0","Homo sapiens (Human)","Thermo Scientific instrument model;Q Exactive","L-citrulline;iodoacetamide derivatized residue;monohydroxylated residue;deamidated residue;N-acetylated residue","ProteomeTools;Biological"
"PMDX008970","PXD008970","uterine endometrium","smooth muscle;stomach;testis;kidney;pancreas;adrenal gland;fat body;tonsil;liver;spleen;urinary bladder;uterine endometrium;vermiform appendix;gall bladder;brain;duodenum;heart;bone marrow;salivary gland;lung;ovary;lymph node;colon;placenta;rectum;small intestine;esophagus","Protein citrullination in human tissues","Citrullination is a post-translational modification of arginine ","2018-04-04","PARTIAL","0","Homo sapiens (Human)","Thermo Scientific instrument model;Q Exactive","L-citrulline;iodoacetamide derivatized residue;monohydroxylated residue;deamidated residue;N-acetylated residue","ProteomeTools;Biological"
"PMDX008970","PXD008970","vermiform appendix","smooth muscle;stomach;testis;kidney;pancreas;adrenal gland;fat body;tonsil;liver;spleen;urinary bladder;uterine endometrium;vermiform appendix;gall bladder;brain;duodenum;heart;bone marrow;salivary gland;lung;ovary;lymph node;colon;placenta;rectum;small intestine;esophagus","Protein citrullination in human tissues","Citrullination is a post-translational modification of arginine ","2018-04-04","PARTIAL","0","Homo sapiens (Human)","Thermo Scientific instrument model;Q Exactive","L-citrulline;iodoacetamide derivatized residue;monohydroxylated residue;deamidated residue;N-acetylated residue","ProteomeTools;Biological"
"PMDX009227","PXD009227","non tissue","brain","High-throughput and high-sensitivity phosphoproteomics with the EasyPhos platform","Mass spectrometry has transformed the field of cell signalling b","2018-09-07","PARTIAL","0","Homo sapiens (Human)","Q Exactive","phosphorylated residue","Technical"
"PMDX009251","PXD009251","brain","brain","Comparative hippocampal synaptic proteomes of rodents and primates: differences in neuroplasticity-related proteins","Key to the human brain’s unique capacities are a myriad of neura","2018-10-22","PARTIAL","0","Homo sapiens (Human);Rattus norvegicus (Rat);Mus musculus (Mouse);marmosets","Orbitrap Fusion Lumos;TripleTOF 5600","L-cysteine methyl disulfide;monohydroxylated residue;acetylated residue","Biological"
"PMDX009343","PXD009343","non tissue","brain","ZIKV-infected human NPCs LC-MS","In this study, proteomic analysis on ZIKV-infected primary human","2018-06-25","PARTIAL","0","Homo sapiens (Human)","Q Exactive","No PTMs are included in the dataset","Biomedical"
"PMDX009444","PXD009444","non tissue","lung;HeLa cell;brain","A chemical probe to monitor parkinsonism-associated protein DJ-1 in live cells","Oxidative stress is a contingent trigger of Parkinson`s disease ","2018-07-17","PARTIAL","0","Homo sapiens (Human)","LTQ Orbitrap XL;Orbitrap Fusion;Q Exactive","iodoacetamide derivatized residue;6x(13)C labeled residue","Biomedical"
"PMDX009444","PXD009444","lung","lung;HeLa cell;brain","A chemical probe to monitor parkinsonism-associated protein DJ-1 in live cells","Oxidative stress is a contingent trigger of Parkinson`s disease ","2018-07-17","PARTIAL","0","Homo sapiens (Human)","LTQ Orbitrap XL;Orbitrap Fusion;Q Exactive","iodoacetamide derivatized residue;6x(13)C labeled residue","Biomedical"
"PMDX009578","PXD009578","non tissue","brain","Serum autoantibodies to the glutamate receptor delta 2 in paediatric opsoclonus myoclonus ataxia syndrome","Abstract Objective: To identify neuronal surface antibodies in o","2018-07-30","PARTIAL","0","Homo sapiens (Human);Rattus norvegicus (Rat)","Q Exactive","No PTMs are included in the dataset","Biomedical"
"PMDX009624","PXD009624","blood","cerebrospinal fluid;brain;blood","Characterization of cerebrospinal fluid via data-independent acquisition mass spectrometry","Cerebrospinal fluid (CSF) is in direct contact with the brain an","2018-09-17","COMPLETE","64","Homo sapiens (Human)","Q Exactive","Carbamidomethyl;Oxidation;residues isobaric at 128.058578 Da","Biological"
"PMDX009624","PXD009624","brain","cerebrospinal fluid;brain;blood","Characterization of cerebrospinal fluid via data-independent acquisition mass spectrometry","Cerebrospinal fluid (CSF) is in direct contact with the brain an","2018-09-17","COMPLETE","64","Homo sapiens (Human)","Q Exactive","Carbamidomethyl;Oxidation;residues isobaric at 128.058578 Da","Biological"
"PMDX009624","PXD010690","brain","brain","Characterization of cerebrospinal fluid via data-independent acquisition mass spectrometry","Cerebrospinal fluid (CSF) is in direct contact with the brain an","2018-09-17","COMPLETE","54","Homo sapiens (Human)","Q Exactive","Carbamidomethyl;Oxidation","Biological;Biomedical"
"PMDX011187","PXD011187","bone marrow","brain;bone marrow","Phosphoproteome and gene expression profiling of ALK inhibition in neuroblastoma cells lines reveals conserved oncogenic pathways","Neuroblastoma is a neural crest-derived embryonal tumor or the p","2018-11-27","PARTIAL","0","Homo sapiens (Human)","LTQ Orbitrap Elite;Q Exactive","iodoacetamide derivatized residue;phosphorylated residue;monohydroxylated residue","Biomedical"
"PMDX011187","PXD011187","non tissue","brain;bone marrow","Phosphoproteome and gene expression profiling of ALK inhibition in neuroblastoma cells lines reveals conserved oncogenic pathways","Neuroblastoma is a neural crest-derived embryonal tumor or the p","2018-11-27","PARTIAL","0","Homo sapiens (Human)","LTQ Orbitrap Elite;Q Exactive","iodoacetamide derivatized residue;phosphorylated residue;monohydroxylated residue","Biomedical"
NA,"PXD007873","brain","brain","TDP-43 in ALS/FTLD studied by a novel aggregate extraction method","Accumulation of abnormally phosphorylated TDP-43 (pTDP-43) is th","2018-10-10","PARTIAL","0","Homo sapiens (Human)","TripleTOF 5600;Q Exactive","iodoacetamide derivatized residue;monohydroxylated residue","Protein Misfolding and Aggregation (B/D-HPP);Biology/Disease-Driven Human Proteome Project (B/D-HPP);Human Proteome Project;Biological;Biomedical"
NA,"PXD004355","brain","brain","Characterization of protein deamidation by shotgun proteomics","Characterization of glutamine (Gln) deamidation with the current","2018-07-04","PARTIAL","0","Homo sapiens (Human)","LTQ Orbitrap Elite","iodoacetamide derivatized residue;deamidated residue","Technical;Biological"
NA,"PXD007160","brain","brain","Global quantitative analysis of the human brain proteome in Alzheimer’s and Parkinson’s Disease","Patients with Alzheimer’s disease (AD) and Parkinson disease (PD","2018-02-07","PARTIAL","0","Homo sapiens (Human)","Orbitrap Fusion","iodoacetamide derivatized residue;monohydroxylated residue;deamidated residue","Biological;Biomedical"
NA,"PXD006633","brain","cell culture;primary cell;colon;brain","Discovery of non-canonical translation initiation sites through mass spectrometric analysis of protein N-termini","Translation initiation generally occurs at AUG codons in eukaryo","2017-11-23","PARTIAL","0","Homo sapiens (Human)","LTQ Orbitrap Elite;Q Exactive","acetylated residue",""
NA,"PRD000799","brain","brain","Proteomic Temporal Profile of Human Brain Endothelium post Oxidative Stress","Not available","2011-01-12","PRIDE","1","Homo sapiens (Human)","Thermo Finnigan LCQ;LCQ Classic","",""
NA,"PXD006633","large intestine","cell culture;primary cell;colon;brain","Discovery of non-canonical translation initiation sites through mass spectrometric analysis of protein N-termini","Translation initiation generally occurs at AUG codons in eukaryo","2017-11-23","PARTIAL","0","Homo sapiens (Human)","LTQ Orbitrap Elite;Q Exactive","acetylated residue",""
